Name,Team,G,Receiving,Rec,Yds,Y/G,Avg,Lng,TD,RUSHING,Rush,Yds,Y/G,Avg,TD,Year,Position
Joe Lawson,KS St,4,,3,42,21,14,25,0,,0,0,0,N/A,0,2003,WR
Gary Heaggans,Kan,2,,3,41,20.5,13.7,22,1,,0,0,0,N/A,0,2003,WR
Kenley Horton,Tole,4,,6,41,10.3,6.8,11,0,,0,0,0,N/A,0,2003,WR
Ryan Eidson,Ariz,1,,2,41,41,20.5,23,0,,0,0,0,N/A,0,2003,WR
David Relf,UNLV,3,,4,41,13.7,10.3,12,0,,0,0,0,N/A,0,2003,WR
Chris Patullo,FIU,3,,4,41,13.7,10.3,21,1,,0,0,0,N/A,0,2003,WR
Dupree Scovell,TX Tch,3,,3,41,13.7,13.7,28,0,,1,-10,-3.3,-10,0,2003,WR
Warren Holloway,Iowa,2,,3,41,20.5,13.7,20,0,,0,0,0,N/A,0,2003,WR
Willie Foster,Rutg,4,,3,40,20,13.3,17,0,,0,0,0,N/A,0,2003,WR
Kenny Williams,OK St,1,,3,40,40,13.3,23,0,,0,0,0,N/A,0,2003,WR
Tyrece Butler,Mich,2,,3,40,20,13.3,24,0,,0,0,0,N/A,0,2003,WR
Charles Estes,ULM,11,,1,40,8,40,40,0,,5,28,5.6,5.6,1,2003,WR
J.T. Thompson,Bayl,6,,8,39,6.5,4.9,9,0,,0,0,0,N/A,0,2003,WR
Derrick Dyer,Buff,1,,3,39,39,13,21,0,,0,0,0,N/A,0,2003,WR
Shang Moore,Hous,6,,9,38,6.3,4.2,11,0,,1,-2,-0.3,-2,0,2003,WR
Chad Jackson,Fla,2,,3,38,19,12.7,29,1,,0,0,0,N/A,0,2003,WR
Josh Williams,Mia O,3,,4,38,12.7,9.5,14,0,,0,0,0,N/A,0,2003,WR
Brett Cooper,BYU,5,,4,38,9.5,9.5,12,0,,0,0,0,N/A,0,2003,WR
Deandre Gilbert,Fres,4,,5,37,9.3,7.4,11,0,,0,0,0,N/A,0,2003,WR
Sean Szarka,Temp,4,,7,37,9.3,5.3,13,0,,2,-6,-1.5,-3,0,2003,WR
Jordan Slye,Wash,2,,4,36,18,9,17,0,,0,0,0,N/A,0,2003,WR
Ryan Edmiston,MTSU,3,,4,36,12,9,10,0,,0,0,0,N/A,0,2003,WR
Calvin Blackmon,Mia O,3,,3,36,12,12,17,0,,0,0,0,N/A,0,2003,WR
Quintin Daniels,Wash,3,,4,35,11.7,8.8,11,0,,0,0,0,N/A,0,2003,WR
Turner Pugh,N Ill,3,,5,35,11.7,7,11,0,,0,0,0,N/A,0,2003,WR
Fred Smith,Tula,12,,3,35,5,11.7,16,1,,4,34,4.9,8.5,0,2003,WR
Luke Paschall,MTSU,1,,2,35,35,17.5,18,0,,0,0,0,N/A,0,2003,WR
Jason Caldwell,Vand,2,,2,34,17,17,23,0,,0,0,0,N/A,0,2003,WR
David Banks-Bursey,IA St,7,,3,32,10.7,10.7,19,0,,0,0,0,N/A,0,2003,WR
Adam Hurst,USM,2,,2,32,16,16,22,0,,0,0,0,N/A,0,2003,WR
Matt Miller,Ida,8,,5,32,8,6.4,11,0,,1,4,1,4,0,2003,WR
