","Name","Team","Yds","Y.G","TD","RUSHING","Rush","Yds.1","Y.G.1","Avg","TD.1","Year","Position","Rec","Avg.1","Lng","PASSING","QBRAT","Att","Comp","Pct","Y.A","Int","SACKED","Sack","YdsL","RECEIVING","Receiving"
5201","Devin Thomas","MI St",90,30,1,NA,0,0,0,"15",0,2006,"WR",6,"N/A","38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5202","Devin Thomas","MI St",1260,96.9,8,NA,27,177,13.6,"15.9",0,2007,"WR",79,"6.6","80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5203","Devin Thomas","Miss",33,16.5,0,NA,3,0,0,"11",0,2012,"RB",0,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5204","Devin Thomas","Miss",34,11.3,0,NA,5,0,0,"6.8",0,2008,"RB",0,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5205","Devin Thomas","Miss",12,3,0,NA,6,0,0,"2",0,2010,"RB",0,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5206","Devin Thomas","Miss",73,12.2,1,NA,20,5,0.8,"3.7",0,2011,"RB",1,"5","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5207","DeVoe Torrence","Akrn",146,24.3,0,NA,30,8,1.3,"4.9",0,2009,"RB",5,"1.6","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5208","Devon Sturdivant","Ida",3,3,0,NA,2,0,0,"1.5",0,2007,"RB",0,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5209","DeVondrick Nealy","IA St",81,13.5,0,NA,16,52,8.7,"5.1",0,2012,"RB",3,"17.3","38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5210","Devonta Freeman","FL St",660,60,8,NA,111,88,8,"5.9",0,2012,"RB",10,"8.8","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5211","Devonta Freeman","FL St",579,48.3,8,NA,120,116,9.7,"4.8",0,2011,"RB",15,"7.7","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5212","DeVontae McNeal","ULM",198,49.5,2,NA,19,7,1.8,"10.4",0,2012,"RB",1,"7","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5213","DeWhitt Betterson","Troy",1161,96.8,9,NA,244,46,3.8,"4.8",0,2003,"RB",7,"6.6","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5214","DeWhitt Betterson","Troy",1286,107.2,9,NA,256,5,0.4,"5",0,2004,"RB",5,"1","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5215","Dexter Imade","TX St",7,1.8,0,NA,4,0,0,"1.8",0,2012,"RB",0,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5216","Dexter Imade","TX St",395,43.9,5,NA,104,2,0.2,"3.8",0,2010,"RB",1,"2","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5217","Dexter Taylor","Tuls",145,18.1,1,NA,30,42,5.3,"4.8",0,2006,"RB",2,"21","37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5218","Dexter Taylor","WKU",200,28.6,0,NA,39,0,0,"5.1",0,2008,"RB",0,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5219","Dezden Petty","Wash",99,24.8,0,NA,29,0,0,"3.4",0,2012,"RB",0,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5220","Di'Ivory Edgecomb","FAU",295,26.8,1,NA,88,114,10.4,"3.4",2,2005,"RB",11,"10.4","66",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5221","Di'Ivory Edgecomb","FAU",190,15.8,4,NA,56,416,34.7,"3.4",4,2007,"RB",24,"17.3","47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5222","Di'Ivory Edgecomb","FAU",469,36.1,4,NA,93,98,7.5,"5",1,2008,"RB",10,"9.8","57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5223","Diamos Demerritt","FIU",309,44.1,2,NA,63,0,0,"4.9",0,2003,"RB",7,"0","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5224","Dillon Baxter","USC",29,7.3,0,NA,9,3,0.8,"3.2",0,2011,"RB",3,"1","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5225","Dillon Baxter","USC",246,24.6,1,NA,59,73,7.3,"4.2",0,2010,"RB",11,"6.6","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5226","Dimitri Nance","AZ St",229,22.9,3,NA,56,16,1.6,"4.1",0,2006,"RB",2,"8","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5227","Dimitri Nance","AZ St",410,37.3,3,NA,105,111,10.1,"3.9",0,2008,"RB",20,"5.6","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5228","Dimitri Nance","AZ St",500,45.5,7,NA,133,120,10.9,"3.8",0,2007,"RB",13,"9.2","32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5229","Dimitri Nance","AZ St",795,66.3,6,NA,188,216,18,"4.2",1,2009,"RB",28,"7.7","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5230","Dion Lewis","Pitt",1034,86.2,13,NA,219,216,18,"4.7",0,2010,"RB",27,"8","31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5231","Dion Lewis","Pitt",1799,138.4,17,NA,325,189,14.5,"5.5",1,2009,"RB",25,"7.6","31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5232","Dionza Bradford","UNLV",23,11.5,0,NA,7,15,7.5,"3.3",0,2012,"RB",1,"15","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5233","Dionza Bradford","UNLV",615,55.9,3,NA,133,45,4.1,"4.6",0,2011,"RB",8,"5.6","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5234","DJ Adams","Md",174,24.9,4,NA,40,16,2.3,"4.4",0,2011,"RB",3,"5.3","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5235","DJ Adams","Md",225,28.1,11,NA,67,0,0,"3.4",0,2010,"RB",0,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5236","Dominique Brown","Lou",56,9.3,0,NA,20,32,5.3,"2.8",0,2010,"RB",3,"10.7","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5237","Dominique Brown","Lou",533,44.4,4,NA,140,100,8.3,"3.8",1,2011,"RB",16,"6.3","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5238","Dominique Dorsey","UNLV",1261,114.6,6,NA,226,55,5,"5.6",0,2004,"RB",11,"5","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5239","Dominique Dorsey","UNLV",626,52.2,1,NA,158,92,7.7,"4",0,2003,"RB",12,"7.7","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5240","Dominique Hunsucker","SJSU",58,29,0,NA,11,11,5.5,"5.3",0,2010,"RB",1,"11","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5241","Dominique Hunsucker","SJSU",1,0.3,0,NA,6,21,7,"0.2",0,2008,"RB",3,"7","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5242","Dominique Hunsucker","SJSU",98,12.3,0,NA,36,3,0.4,"2.7",0,2007,"RB",1,"3","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5243","Dominique Lindsay","ECU",192,32,0,NA,39,20,3.3,"4.9",0,2006,"RB",3,"6.7","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5244","Dominique Lindsay","ECU",210,35,1,NA,41,18,3,"5.1",0,2005,"RB",2,"9","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5245","Dominique Lindsay","ECU",1180,98.3,6,NA,239,151,12.6,"4.9",1,2009,"RB",19,"7.9","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5246","Dominique Lindsay","ECU",205,15.8,5,NA,66,58,4.5,"3.1",1,2007,"RB",9,"6.4","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5247","Dominique Sherrer","EMU",6,6,0,NA,3,0,0,"2",0,2008,"RB",0,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5248","Dominique Sherrer","EMU",34,11.3,0,NA,17,4,1.3,"2",0,2009,"RB",2,"2","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5249","Dominique Sherrer","EMU",43,7.2,0,NA,20,6,1,"2.2",0,2010,"RB",1,"6","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5250","Dominique Sherrer","EMU",572,95.3,2,NA,94,33,5.5,"6.1",0,2011,"RB",3,"11","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5251","Dominique Sherrer","EMU",226,20.5,1,NA,66,12,1.1,"3.4",0,2012,"RB",2,"6","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5252","Dominique Wallace","UVa",5,5,0,NA,2,0,0,"2.5",0,2010,"RB",0,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5253","Dominique Wallace","UVa",49,16.3,0,NA,14,0,0,"3.5",0,2009,"RB",0,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5254","Dominique Whaley","Okla",243,40.5,1,NA,39,14,2.3,"6.2",0,2012,"RB",4,"3.5","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5255","Dominique Whaley","Okla",627,104.5,9,NA,113,153,25.5,"5.5",0,2011,"RB",15,"10.2","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5256","Dominique White","EMU",596,59.6,5,NA,132,3,0.3,"4.5",0,2011,"RB",1,"3","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5257","Don Calloway","MTSU",424,42.4,1,NA,89,92,9.2,"4.8",0,2003,"RB",11,"8.4","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5258","Donald Brown","Conn",896,81.5,7,NA,161,66,6,"5.6",2,2006,"RB",13,"5.1","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5259","Donald Brown","Conn",821,68.4,8,NA,170,85,7.1,"4.8",0,2007,"RB",14,"6.1","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5260","Donald Brown","Conn",2083,160.2,18,NA,367,125,9.6,"5.7",0,2008,"RB",21,"6","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5261","Donald Buckram","UTEP",64,21.3,0,NA,14,18,6,"4.6",0,2007,"RB",2,"9","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5262","Donald Buckram","UTEP",76,12.7,0,NA,21,218,36.3,"3.6",1,2006,"RB",12,"18.2","80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5263","Donald Buckram","UTEP",316,39.5,1,NA,81,67,8.4,"3.9",0,2010,"RB",12,"5.6","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5264","Donald Buckram","UTEP",348,34.8,2,NA,75,199,19.9,"4.6",0,2008,"RB",15,"13.3","38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5265","Donald Buckram","UTEP",1594,132.8,18,NA,259,453,37.8,"6.2",3,2009,"RB",30,"15.1","72",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5266","Donald Russell","GA St",747,93.4,3,NA,120,163,20.4,"6.2",1,2012,"RB",16,"10.2","35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5267","Donald Russell","GA St",665,66.5,9,NA,128,41,4.1,"5.2",0,2011,"RB",5,"8.2","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5268","Donald Russell","UK",137,45.7,1,NA,13,0,0,"10.5",0,2009,"RB",0,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5269","Donald Russell","UK",278,27.8,2,NA,64,134,13.4,"4.3",0,2010,"RB",14,"9.6","37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5270","Donavan Roberts","NM St",-8,-4,0,NA,3,18,9,"-2.7",0,2010,"RB",2,"9","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5271","Donavan Roberts","NM St",42,8.4,0,NA,20,0,0,"2.1",0,2008,"RB",0,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5272","Donnell Alexander","CO St",587,65.2,4,NA,117,155,17.2,"5",0,2012,"RB",17,"9.1","37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5273","Donnell Kirkwood","Minn",102,34,0,NA,27,0,0,"3.8",0,2010,"RB",0,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5274","Donnell Kirkwood","Minn",229,25.4,3,NA,63,0,0,"3.6",0,2011,"RB",0,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5275","Donnell Kirkwood","Minn",926,71.2,6,NA,218,26,2,"4.2",0,2012,"RB",7,"3.7","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5276","Donnie Anders","KS St",33,33,2,NA,8,40,40,"4.1",0,2005,"RB",1,"40","40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5277","Donnie Anders","KS St",6,3,0,NA,3,0,0,"2",0,2004,"RB",0,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5278","Donnie Anders","KS St",64,12.8,1,NA,18,0,0,"3.6",0,2003,"RB",0,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5279","Donny Heck","Bois",426,30.4,8,NA,121,60,4.3,"3.5",1,2003,"RB",8,"7.5","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5280","Donovon Cunningham","Ida",0,0,0,NA,1,0,0,"0",0,2012,"RB",0,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5281","Donovonn Young","Ill",451,37.6,6,NA,87,17,1.4,"5.2",0,2011,"RB",8,"2.1","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5282","Donovonn Young","Ill",571,47.6,3,NA,131,174,14.5,"4.4",1,2012,"RB",38,"4.6","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5283","Donta Abron","Colo",256,28.4,2,NA,51,41,4.6,"5",0,2012,"RB",9,"4.6","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5284","Donta Hickson","Okla",52,26,1,NA,10,0,0,"5.2",0,2004,"RB",2,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5285","Donta Hickson","Okla",135,22.5,0,NA,33,0,0,"4.1",0,2005,"RB",0,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5286","Donta Hickson","Okla",306,27.8,2,NA,78,83,7.5,"3.9",0,2003,"RB",6,"13.8","55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5287","Dontavius Jackson","Ga",38,38,0,NA,3,0,0,"12.7",0,2009,"RB",0,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5288","Dontavius Jackson","UAB",44,8.8,1,NA,21,0,0,"2.1",0,2012,"RB",0,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5289","Dontavius Jackson","UAB",83,11.9,0,NA,20,12,1.7,"4.2",0,2011,"RB",3,"4","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5290","Dontavius Wilcox","UCF",215,19.5,2,NA,61,38,3.5,"3.5",1,2004,"RB",5,"7.6","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5291","Dontavius Wilcox","UCF",176,14.7,4,NA,46,89,7.4,"3.8",0,2003,"RB",10,"8.9","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5292","Dontavius Wilcox","UCF",274,22.8,1,NA,79,56,4.7,"3.5",1,2005,"RB",5,"11.2","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5293","Donte Bean","Kan",20,10,0,NA,7,0,0,"2.9",0,2007,"RB",0,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5294","Donte Collins","SJSU",66,33,0,NA,3,0,0,"22",0,2006,"RB",0,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5295","Donte Collins","SJSU",43,8.6,2,NA,21,0,0,"2",0,2007,"RB",0,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5296","Donte Harden","Ohio",26,26,0,NA,5,0,0,"5.2",0,2007,"RB",0,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5297","Donte Harden","Ohio",231,33,3,NA,51,11,1.6,"4.5",0,2010,"RB",2,"5.5","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5298","Donte Harden","Ohio",454,64.9,2,NA,87,146,20.9,"5.2",2,2008,"RB",8,"18.3","43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5299","Donte Harden","Ohio",237,23.7,2,NA,61,55,5.5,"3.9",0,2009,"RB",11,"5","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5300","Donte Harden","Ohio",986,82.2,2,NA,187,267,22.3,"5.3",2,2011,"RB",27,"9.9","50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5301","Dontravius Floyd","UCF",0,0,0,NA,0,89,22.3,"N/A",0,2012,"RB",7,"12.7","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5302","Dontravius Floyd","UCF",0,0,0,NA,0,92,18.4,"N/A",0,2011,"RB",11,"8.4","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5303","Dontrayevous Robinson","Neb",57,11.4,0,NA,24,8,1.6,"2.4",0,2010,"RB",1,"8","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5304","Dontrayevous Robinson","Neb",165,27.5,2,NA,39,26,4.3,"4.2",0,2009,"RB",4,"6.5","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5305","Dontrell Moore","N Mex",1091,99.2,5,NA,232,198,18,"4.7",1,2004,"RB",27,"7.3","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5306","Dontrell Moore","N Mex",1298,118,14,NA,275,371,33.7,"4.7",3,2005,"RB",31,"12","41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5307","Dontrell Moore","N Mex",1450,111.5,19,NA,276,149,11.5,"5.3",2,2003,"RB",11,"13.5","44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5308","Doug Easlick","VT",23,2.6,0,NA,5,132,14.7,"4.6",0,2003,"RB",16,"8.3","36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5309","Doug Martin","Bois",107,10.7,0,NA,24,54,5.4,"4.5",0,2008,"RB",3,"18","35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5310","Doug Martin","Bois",1299,108.3,16,NA,263,255,21.3,"4.9",2,2011,"RB",28,"9.1","71",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5311","Doug Martin","Bois",1231,94.7,12,NA,201,338,26,"6.1",2,2010,"RB",28,"12.1","79",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5312","Doug Martin","Bois",765,54.6,15,NA,129,68,4.9,"5.9",0,2009,"RB",8,"8.5","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5313","Doug Parker","FAU",896,74.7,8,NA,227,144,12,"3.9",1,2004,"RB",17,"8.5","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5314","Doug Parker","FAU",513,36.6,5,NA,134,116,8.3,"3.8",2,2003,"RB",19,"6.1","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5315","Douglas Sherman","TX St",691,69.1,5,NA,135,68,6.8,"5.1",0,2005,"RB",8,"8.5","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5316","Douglas Sherman","TX St",622,56.5,3,NA,128,130,11.8,"4.9",1,2004,"RB",7,"18.6","60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5317","Draak Davis","UK",9,4.5,0,NA,1,13,6.5,"9",0,2005,"RB",3,"4.3","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5318","Draak Davis","UK",27,3.9,0,NA,7,9,1.3,"3.9",0,2004,"RB",5,"1.8","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5319","Draak Davis","UK",194,17.6,3,NA,68,151,13.7,"2.9",0,2003,"RB",21,"7.2","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5320","Dray Mason","Purd",4,4,0,NA,1,0,0,"4",0,2006,"RB",0,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5321","Draylon Booker","ULL",30,5,0,NA,15,48,8,"2",0,2009,"RB",4,"12","33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5322","Drew Robinson","Nev",322,35.8,5,NA,59,33,3.7,"5.5",0,2004,"RB",8,"4.1","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5323","Drew Wright","Bois",55,27.5,0,NA,5,0,0,"11",0,2009,"RB",0,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5324","Drew Wright","Bois",29,9.7,0,NA,12,0,0,"2.4",0,2010,"RB",0,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5325","Drew Wright","Bois",67,16.8,0,NA,18,0,0,"3.7",0,2012,"RB",0,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5326","Drew Wright","Bois",218,27.3,3,NA,43,17,2.1,"5.1",0,2011,"RB",3,"5.7","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5327","Dri Archer","Kent",116,11.6,1,NA,40,75,7.5,"2.9",1,2010,"RB",16,"4.7","32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5328","Dri Archer","Kent",246,22.4,1,NA,58,231,21,"4.2",3,2009,"RB",19,"12.2","44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5329","Dri Archer","Kent",1429,102.1,16,NA,159,561,40.1,"9",4,2012,"RB",39,"14.4","60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5330","Duane Bennett","Minn",140,70,2,NA,32,125,62.5,"4.4",1,2008,"RB",12,"10.4","34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5331","Duane Bennett","Minn",442,44.2,3,NA,107,145,14.5,"4.1",1,2007,"RB",18,"8.1","35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5332","Duane Bennett","Minn",498,41.5,3,NA,123,324,27,"4",1,2010,"RB",33,"9.8","45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5333","Duane Bennett","Minn",639,53.3,3,NA,166,23,1.9,"3.8",0,2011,"RB",3,"7.7","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5334","Duane Bennett","Minn",376,28.9,6,NA,98,194,14.9,"3.8",2,2009,"RB",16,"12.1","62",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5335","DuJuan Harris","Troy",372,33.8,0,NA,82,29,2.6,"4.5",0,2007,"RB",5,"5.8","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5336","DuJuan Harris","Troy",591,49.3,6,NA,97,66,5.5,"6.1",0,2010,"RB",11,"6","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5337","DuJuan Harris","Troy",583,44.8,10,NA,151,242,18.6,"3.9",2,2009,"RB",27,"9","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5338","DuJuan Harris","Troy",1077,82.8,11,NA,210,216,16.6,"5.1",3,2008,"RB",36,"6","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5339","Duke Johnson","Mia F",957,79.8,10,NA,139,222,18.5,"6.9",1,2012,"RB",27,"8.2","50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5340","Duran Hollis","IA St",213,21.3,2,NA,32,1,0.1,"6.7",0,2011,"RB",1,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5341","Dustin Garrison","W Va",207,23,2,NA,46,44,4.9,"4.5",0,2012,"RB",9,"4.9","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5342","Dustin Garrison","W Va",742,67.5,6,NA,136,201,18.3,"5.5",0,2011,"RB",24,"8.4","36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5343","Dustin Pickle","VT",-3,-3,0,NA,1,0,0,"-3",0,2006,"RB",0,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5344","Dustin Pickle","VT",47,11.8,0,NA,11,0,0,"4.3",0,2007,"RB",0,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5345","Dustin Pickle","VT",17,3.4,0,NA,5,21,4.2,"3.4",0,2008,"RB",4,"5.3","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5346","Dwayne Donigan","Ball",3,3,0,NA,1,0,0,"3",0,2010,"RB",0,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5347","Dwayne Donigan","Ball",18,9,0,NA,5,0,0,"3.6",0,2012,"RB",0,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5348","Dwayne Donigan","Ball",191,19.1,2,NA,58,12,1.2,"3.3",0,2011,"RB",2,"6","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5349","Dwayne Garrett","SDg St",17,17,0,NA,5,0,0,"3.4",0,2011,"RB",0,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
